--- Manifest dan Laporan Verifikasi untuk Set: train ---

# Ringkasan
  - Jumlah gambar: 3848
  - Jumlah baris transkripsi: 3848
  - Status: Cocok. Setiap gambar memiliki transkripsi.

# Daftar File Manifest (gambar | transkripsi)
images/1219_NL-HaNA_1.04.02_3970_0021-groot_r1l22.jpg | tract
images/1220_NL-HaNA_1.04.02_3970_0021-groot_r1l23.jpg | ,,ren geweest dat in het te antwoorden
images/1221_NL-HaNA_1.04.02_3970_0021-groot_r1l24.jpg | van het
images/1222_NL-HaNA_1.04.02_3970_0021-groot_r1l26.jpg | Hoog Achtb van den 11 December 1790
images/1223_NL-HaNA_1.04.02_3970_0021-groot_r1l27.jpg | Contrare
images/1224_NL-HaNA_1.04.02_3970_0021-groot_r1l3.jpg | des nagulen in de Westzijdsche Negotiepak
images/1225_NL-HaNA_1.04.02_3970_0021-groot_r1l4.jpg | ,, huijsen alhier waar kij hij als gecomm,,
images/1226_NL-HaNA_1.04.02_3970_0021-groot_r1l5.jpg | ,,teerde heeft geadsisteert, hebben wij laaten
images/1227_NL-HaNA_1.04.02_3970_0021-groot_r1l6.jpg | kregen hij de andere papieren, de voorn.
images/1228_NL-HaNA_1.04.02_3970_0021-groot_r1l7.jpg | Nagul historie betreffende, ten dienste van
images/1229_NL-HaNA_1.04.02_3970_0021-groot_r1l8.jpg | der Heeren Commissarissen Generaal,
images/1230_NL-HaNA_1.04.02_3970_0021-groot_r1l9.jpg | aan wier het ander zoek van die zaak,
images/1231_NL-HaNA_1.04.02_3970_0021-groot_r2l1.jpg | 246.
images/1232_NL-HaNA_1.04.02_7541_0346-groot_r1l1.jpg | anders soude s' met
images/1233_NL-HaNA_1.04.02_7541_0346-groot_r1l10.jpg | Eenelijk had men aan de
images/1234_NL-HaNA_1.04.02_7541_0346-groot_r1l11.jpg | hier nevens benoemde
images/1235_NL-HaNA_1.04.02_7541_0346-groot_r1l12.jpg | geschonken het hier
images/1236_NL-HaNA_1.04.02_7541_0346-groot_r1l13.jpg | ter sijden begrote
images/1237_NL-HaNA_1.04.02_7541_0346-groot_r1l14.jpg | bedragen.
images/1238_NL-HaNA_1.04.02_7541_0346-groot_r1l2.jpg | grote advancen in dese
images/1239_NL-HaNA_1.04.02_7541_0346-groot_r1l3.jpg | contrijen konne werde
images/1240_NL-HaNA_1.04.02_7541_0346-groot_r1l4.jpg | gedreven door groten
images/1241_NL-HaNA_1.04.02_7541_0346-groot_r1l5.jpg | veren inkoop.
images/1242_NL-HaNA_1.04.02_7541_0346-groot_r1l6.jpg | pattena was de reijse
images/1243_NL-HaNA_1.04.02_7541_0346-groot_r1l7.jpg | exemt gebleven van
images/1244_NL-HaNA_1.04.02_7541_0346-groot_r1l8.jpg | eenige extraordinarij
images/1245_NL-HaNA_1.04.02_7541_0346-groot_r1l9.jpg | uijtgiften
images/1246_NL-HaNA_1.04.02_7541_0346-groot_r2l1.jpg | die anders aldaar gelijck voor heen gedreven
images/1247_NL-HaNA_1.04.02_7541_0346-groot_r2l10.jpg | geur andere giften hebben behoeven gedaan,
images/1248_NL-HaNA_1.04.02_7541_0346-groot_r2l11.jpg | nog uijtgeschoten te werden dan eenelijck maar
images/1249_NL-HaNA_1.04.02_7541_0346-groot_r2l12.jpg | aanden gouverneur de agthien pergamme, of
images/1250_NL-HaNA_1.04.02_7541_0346-groot_r2l13.jpg | provintien Saeijtbeeck genaamt eene Extra
images/1251_NL-HaNA_1.04.02_7541_0346-groot_r2l14.jpg | dito ten bedragh van R o/a 62: 15 7/15 ane tot
images/1252_NL-HaNA_1.04.02_7541_0346-groot_r2l15.jpg | stuijtinge van hem in sijne quaatwilligheijt
images/1253_NL-HaNA_1.04.02_7541_0346-groot_r2l16.jpg | die bethoonde omtrent de stremminge
images/1254_NL-HaNA_1.04.02_7541_0346-groot_r2l17.jpg | van
images/1255_NL-HaNA_1.04.02_7541_0346-groot_r2l2.jpg | soude komm werden met seer voorname advan,,
images/1256_NL-HaNA_1.04.02_7541_0346-groot_r2l3.jpg | ,,cen, in dat koninkrijcke alwaar seer vele
images/1257_NL-HaNA_1.04.02_7541_0346-groot_r2l4.jpg | verscheijde handelwharen omgeset, en werden
images/1258_NL-HaNA_1.04.02_7541_0346-groot_r2l5.jpg | daarentegens met veel gemak, en ongelijcke
images/1259_NL-HaNA_1.04.02_7541_0346-groot_r2l6.jpg | beter kogt in reeckeninge van d' E comp: gebragt
images/1260_NL-HaNA_1.04.02_7541_0346-groot_r2l7.jpg | soude komm werden de van daar g'eijsht werden de
images/1261_NL-HaNA_1.04.02_7541_0346-groot_r2l8.jpg | retouren, in soo verre daar af mede exemt
images/1262_NL-HaNA_1.04.02_7541_0346-groot_r2l9.jpg | is gebleven dese reijshe dat daar ten comptoire
images/1263_NL-HaNA_1.04.02_7541_0737-groot_line_1643714404942_517.jpg | 719
images/1264_NL-HaNA_1.04.02_7541_0737-groot_r2l1.jpg | van het verdere schijnt
images/1265_NL-HaNA_1.04.02_7541_0737-groot_r2l2.jpg | hij sig meer te beloven
images/1266_NL-HaNA_1.04.02_7541_0737-groot_r2l3.jpg | als wij ons nog kon,,
images/1267_NL-HaNA_1.04.02_7541_0737-groot_r2l4.jpg | ,,nen verbeelden om
images/1268_NL-HaNA_1.04.02_7541_0737-groot_r2l5.jpg | nevens gemeld s redenes
images/1269_NL-HaNA_1.04.02_7541_0737-groot_r2l6.jpg | van de stoutheijt en
images/1270_NL-HaNA_1.04.02_7541_0737-groot_r2l7.jpg | dubbelhartigheijt
images/1271_NL-HaNA_1.04.02_7541_0737-groot_r2l8.jpg | van die regenten .
images/1272_NL-HaNA_1.04.02_7541_0737-groot_r3l10.jpg | van den Sousouheunang, met soo veel
images/1273_NL-HaNA_1.04.02_7541_0737-groot_r3l11.jpg | bitterheijt formeel te gaan beoorlogen
images/1274_NL-HaNA_1.04.02_7541_0737-groot_r3l12.jpg | als uw Ed: Hoog Agtb: dat sal ontmoeten
images/1275_NL-HaNA_1.04.02_7541_0737-groot_r3l13.jpg | bij de nu overgaande Javase brieven
images/1276_NL-HaNA_1.04.02_7541_0737-groot_r3l14.jpg | en geschriften, maar ook besendingen
images/1277_NL-HaNA_1.04.02_7541_0737-groot_r3l15.jpg | te doen aan vreemde volckeren, om die
images/1278_NL-HaNA_1.04.02_7541_0737-groot_r3l16.jpg | in haar belangen te wickelen, en daar
images/1279_NL-HaNA_1.04.02_7541_0737-groot_r3l17.jpg | van hulpe tegens haren wettigen here
images/1280_NL-HaNA_1.04.02_7541_0737-groot_r3l18.jpg | den
images/1281_NL-HaNA_1.04.02_7541_0737-groot_r3l2.jpg | sijne reijse van daar nar den oosthoek
images/1282_NL-HaNA_1.04.02_7541_0737-groot_r3l3.jpg | en madura eerst stond te onderneemen
images/1283_NL-HaNA_1.04.02_7541_0737-groot_r3l4.jpg | sigh van sijne verrigtinge aldaar meer te
images/1284_NL-HaNA_1.04.02_7541_0737-groot_r3l5.jpg | beleven, als wij ons konnen verbeelden
images/1285_NL-HaNA_1.04.02_7541_0737-groot_r3l6.jpg | dat men te gemoet magh sien van die
images/1286_NL-HaNA_1.04.02_7541_0737-groot_r3l7.jpg | verherde enwrevele regenten, die niet
images/1287_NL-HaNA_1.04.02_7541_0737-groot_r3l8.jpg | alleen hebben derven onderstaan haere gebuur,,
images/1288_NL-HaNA_1.04.02_7541_0737-groot_r3l9.jpg | ,,volckeren tot grissee, mede onderdanen
images/1289_NL-HaNA_1.04.02_7542_0140-groot_line_1643712433479_342.jpg | diverse berigten ontfangen, dat de mani,,
images/1290_NL-HaNA_1.04.02_7542_0140-groot_line_1643712468170_350.jpg | berigten van bencalis
images/1291_NL-HaNA_1.04.02_7542_0140-groot_line_1643712499809_357.jpg | wegens het vermeete,,
images/1292_NL-HaNA_1.04.02_7542_0140-groot_line_1643712529193_363.jpg | ,,ren van die plaets
images/1293_NL-HaNA_1.04.02_7542_0140-groot_line_1643712542890_368.jpg | door de manicabers
images/1294_NL-HaNA_1.04.02_7542_0140-groot_line_1643712571387_373.jpg | Seekere tijdinge
images/1295_NL-HaNA_1.04.02_7542_0140-groot_line_1643712588491_378.jpg | derwegen van daer
images/1296_NL-HaNA_1.04.02_7542_0140-groot_line_1643713245924_383.jpg | den pretendent dorst
images/1297_NL-HaNA_1.04.02_7542_0140-groot_line_1643713265069_388.jpg | hem niet laten sien
images/1298_NL-HaNA_1.04.02_7542_0140-groot_line_1643713326503_395.jpg | ,, cabers seer talrijck waren afgekomen
images/1299_NL-HaNA_1.04.02_7542_0140-groot_line_1643713370260_400.jpg | en haer met gewelt volkomen meester
images/1300_NL-HaNA_1.04.02_7542_0140-groot_line_1643713398642_405.jpg | van die plaats gemaekt hebbende, de
images/1301_NL-HaNA_1.04.02_7542_0140-groot_line_1643713436955_410.jpg | Johoresen , die haar niet wilden submit,,
images/1302_NL-HaNA_1.04.02_7542_0140-groot_line_1643713473113_415.jpg | ,,teren van daer verdreven hadden, met
images/1303_NL-HaNA_1.04.02_7542_0140-groot_line_1643713499334_420.jpg | voornemen om de Johoriten in haer rooff
images/1304_NL-HaNA_1.04.02_7542_0140-groot_line_1643713522608_425.jpg | nest te komen besoeken : om dese
images/1305_NL-HaNA_1.04.02_7542_0140-groot_line_1643713550129_430.jpg | saek nader t' inquireren was den
images/1306_NL-HaNA_1.04.02_7542_0140-groot_line_1643713697815_436.jpg | boomwagter anthonij van aldorp derwaerts
images/1307_NL-HaNA_1.04.02_7542_0140-groot_line_1643713728232_441.jpg | gesonden , die niet alleenlijk dese tijdin,,
images/1308_NL-HaNA_1.04.02_7542_0140-groot_line_1643713789679_446.jpg | ,,gen geconfirmeert, maar bij sijn gedaen
images/1309_NL-HaNA_1.04.02_7542_0140-groot_line_1643713838425_451.jpg | rapport (in copia overgaande) verklaerd
images/1310_NL-HaNA_1.04.02_7542_0140-groot_line_1643713925440_457.jpg | heeft, dat hij het hooft off overste van
images/1311_NL-HaNA_1.04.02_7542_0140-groot_line_1643713960731_462.jpg | die manicabers niet heeft mogen sien,
images/1312_NL-HaNA_1.04.02_7542_0140-groot_line_1643713996349_467.jpg | maar gehoord te hebben, dat hij sigh
images/1313_NL-HaNA_1.04.02_7542_0140-groot_line_1643714029597_472.jpg | uijtgaff voor een soon van den ver,,
images/1314_NL-HaNA_1.04.02_7542_0140-groot_line_1643714051770_477.jpg | ,,moorden koning van Johor, dan wel
images/1315_NL-HaNA_1.04.02_7542_0140-groot_line_1643714061529_482.jpg | een
images/1316_NL-HaNA_1.04.02_7544_0446-groot_line_1643203721745_40.jpg | ,,prent, en verantwoord werden ter
images/1317_NL-HaNA_1.04.02_7544_0446-groot_line_1643711734960_247.jpg | Interdictie tegens het
images/1318_NL-HaNA_1.04.02_7544_0446-groot_line_1643711788744_268.jpg | liquideeren van tecort
images/1319_NL-HaNA_1.04.02_7544_0446-groot_line_1643711811081_273.jpg | comende goederen
images/1320_NL-HaNA_1.04.02_7544_0446-groot_line_1643711836866_278.jpg | tegens d'over bevondene
images/1321_NL-HaNA_1.04.02_7544_0446-groot_line_1643711858891_283.jpg | aesse niet van eene
images/1322_NL-HaNA_1.04.02_7544_0446-groot_line_1643711873373_288.jpg | natuur zijn
images/1323_NL-HaNA_1.04.02_7544_0446-groot_line_1644227360261_75.jpg | malcanderen in het minste niet ge,,
images/1324_NL-HaNA_1.04.02_7544_0446-groot_r1l1.jpg | in geld te vinden de pakhuijsmeesters,
images/1325_NL-HaNA_1.04.02_7544_0446-groot_r1l10.jpg | tegens anders die tecort quamen ,
images/1326_NL-HaNA_1.04.02_7544_0446-groot_r1l11.jpg | onaangesien zij in hun geslagt na
images/1327_NL-HaNA_1.04.02_7544_0446-groot_r1l13.jpg | ,,leecken , het welcke dan op nieuws
images/1328_NL-HaNA_1.04.02_7544_0446-groot_r1l14.jpg | heeft moeten werden verboden , nadien
images/1329_NL-HaNA_1.04.02_7544_0446-groot_r1l15.jpg | niet de waerde , maar de goederen
images/1330_NL-HaNA_1.04.02_7544_0446-groot_r1l16.jpg | in haer eijgen wesen moeten verreer,,
images/1331_NL-HaNA_1.04.02_7544_0446-groot_r1l21.jpg | voorkoming van morserijen
images/1332_NL-HaNA_1.04.02_7544_0446-groot_r1l23.jpg | maar den Eed, die desen Jans voorm.
images/1333_NL-HaNA_1.04.02_7544_0446-groot_r1l24.jpg | pakhuijsmeest:s hebben gedaen voor
images/1334_NL-HaNA_1.04.02_7544_0446-groot_r1l25.jpg | de waarheijt, en deugdelijkheijt
images/1335_NL-HaNA_1.04.02_7544_0446-groot_r1l26.jpg | der ondermaten op hunne administratie
images/1336_NL-HaNA_1.04.02_7544_0446-groot_r1l27.jpg | bevonden, navolgens het gem te
images/1337_NL-HaNA_1.04.02_7544_0446-groot_r1l28.jpg | dien
images/1338_NL-HaNA_1.04.02_7544_0446-groot_r1l3.jpg | en bedientens heeft laten valideeren
images/1339_NL-HaNA_1.04.02_7544_0446-groot_r1l7.jpg | sommige goederen, die overig waren
images/1340_NL-HaNA_1.04.02_7551_0013-groot_line_1643125271687_408.jpg | 7
images/1341_NL-HaNA_1.04.02_7551_0013-groot_line_1644416949777_552.jpg | kunnen
images/1342_NL-HaNA_1.04.02_7551_0013-groot_line_1679060611875_736.jpg | in terminus ant: 9. dicteert, dat voor
images/1343_NL-HaNA_1.04.02_7551_0013-groot_line_1679060611876_737.jpg | in terminus ant: 9. dicteert, dat voor
images/1344_NL-HaNA_1.04.02_7551_0013-groot_r1l1.jpg | soo hoog gevanteerde authoriteijt
images/1345_NL-HaNA_1.04.02_7551_0013-groot_r1l10.jpg | ingevolge onser pligt zelfs gehoude
images/1346_NL-HaNA_1.04.02_7551_0013-groot_r1l11.jpg | te wesen, als een publijcq en gedistingueert
images/1347_NL-HaNA_1.04.02_7551_0013-groot_r1l12.jpg | geval, aan welkens spoedige afdoeninge
images/1348_NL-HaNA_1.04.02_7551_0013-groot_r1l13.jpg | ofte buijten gemeene veragteninge,
images/1349_NL-HaNA_1.04.02_7551_0013-groot_r1l15.jpg | den laude zeer veel gelegen zoude leg,,
images/1350_NL-HaNA_1.04.02_7551_0013-groot_r1l16.jpg | gen ; in specie wanneer in aan,,
images/1351_NL-HaNA_1.04.02_7551_0013-groot_r1l17.jpg | merkinge werd genomen, het gesta,,
images/1352_NL-HaNA_1.04.02_7551_0013-groot_r1l18.jpg | tueerde bij instructie voor den
images/1353_NL-HaNA_1.04.02_7551_0013-groot_r1l19.jpg | Gouverneur Generaal, en Rade van
images/1354_NL-HaNA_1.04.02_7551_0013-groot_r1l2.jpg | mogten hebben geformeert, soo sustinee,,
images/1355_NL-HaNA_1.04.02_7551_0013-groot_r1l20.jpg | India, op den 26=n April 1650 beraamt ,en
images/1356_NL-HaNA_1.04.02_7551_0013-groot_r1l22.jpg | al
images/1357_NL-HaNA_1.04.02_7551_0013-groot_r1l3.jpg | ren wij ook, tot het vorderen van
images/1358_NL-HaNA_1.04.02_7551_0013-groot_r1l4.jpg | nadere reden en elucidatie in cas
images/1359_NL-HaNA_1.04.02_7551_0013-groot_r1l5.jpg | subject volkomen gequalificeert, ende
images/1360_NL-HaNA_1.04.02_7551_0013-groot_r1l6.jpg | boven de voorsz: qualificatie uijt de
images/1361_NL-HaNA_1.04.02_7551_0013-groot_r1l7.jpg | natuur van de souverainieijt voort,,
images/1362_NL-HaNA_1.04.02_7551_0013-groot_r1l8.jpg | vloeijende, door UEdele HoogAchtb: selfs
images/1363_NL-HaNA_1.04.02_7551_0013-groot_r1l9.jpg | ook speciaal geauthoriseert, mitsgaders
images/1364_NL-HaNA_1.04.02_7587_0519-groot_line_1643121550350_348.jpg | §73 Omtrend de
images/1365_NL-HaNA_1.04.02_7587_0519-groot_line_1643125053505_387.jpg | vlugt te nemen, alware het dat men
images/1366_NL-HaNA_1.04.02_7587_0519-groot_line_1643709569226_137.jpg | ceijlon
images/1367_NL-HaNA_1.04.02_7587_0519-groot_line_1643709600057_146.jpg | een Mallabaar
images/1368_NL-HaNA_1.04.02_7587_0519-groot_line_1643709617976_154.jpg | ise geesche
images/1369_NL-HaNA_1.04.02_7587_0519-groot_line_1643709661522_170.jpg | 1400 lasten van keer
images/1370_NL-HaNA_1.04.02_7587_0519-groot_line_1643709669842_175.jpg | esonden
images/1371_NL-HaNA_1.04.02_7587_0519-groot_line_1643709736159_190.jpg | Regeering alhier geweest
images/1372_NL-HaNA_1.04.02_7587_0519-groot_line_1643709837064_214.jpg | 521
images/1373_NL-HaNA_1.04.02_7587_0519-groot_line_1643709897652_227.jpg | 1232
images/1374_NL-HaNA_1.04.02_7587_0519-groot_r1l10.jpg | ,,labaar hadde gepetitioneerd, dewijl
images/1375_NL-HaNA_1.04.02_7587_0519-groot_r1l11.jpg | wij hopen dat de bedienden aldaar in
images/1376_NL-HaNA_1.04.02_7587_0519-groot_r1l12.jpg | staat sullen zijn geweest, aan die petitie
images/1377_NL-HaNA_1.04.02_7587_0519-groot_r1l13.jpg | te voldoen, hebben wij de Ministers alste
images/1378_NL-HaNA_1.04.02_7587_0519-groot_r1l14.jpg | overvloede gerecommandeert tot dictom,,
images/1379_NL-HaNA_1.04.02_7587_0519-groot_r1l15.jpg | ,,mardement, ten die einde verder toe,,
images/1380_NL-HaNA_1.04.02_7587_0519-groot_r1l17.jpg | in den presenten tijd, een hoger dan den
images/1381_NL-HaNA_1.04.02_7587_0519-groot_r1l20.jpg | gewoner wijs moet besteeden. Des niet
images/1382_NL-HaNA_1.04.02_7587_0519-groot_r1l21.jpg | te min hebben wij hun de vroeg versekerd
images/1383_NL-HaNA_1.04.02_7587_0519-groot_r1l22.jpg | dat, hoe moeijelijk en beswaarlijk het
images/1384_NL-HaNA_1.04.02_7587_0519-groot_r1l23.jpg | ook valt, de benodigde quantiteit
images/1385_NL-HaNA_1.04.02_7587_0519-groot_r1l24.jpg | van dat graan voor ceijlon van hier
images/1386_NL-HaNA_1.04.02_7587_0519-groot_r1l25.jpg | te senden, wij egter de het mogelijke
images/1387_NL-HaNA_1.04.02_7587_0519-groot_r1l26.jpg | soudens
images/1388_NL-HaNA_1.04.02_7587_0519-groot_r1l7.jpg | Eijschen, hebben wij voor wel gedaan
images/1389_NL-HaNA_1.04.02_7587_0519-groot_r1l8.jpg | gehouden, dat de ministers er quam te,,
images/1390_NL-HaNA_1.04.02_7587_0519-groot_r1l9.jpg | ,,teit van 5 ä 600 lasten rijst van mal,,
images/1391_NL-HaNA_1.04.02_10121B_0857_00cb694b-5bda-4152-9c85-58d50556f99a.jpg | hier in dit articul werdt
images/1392_NL-HaNA_1.04.02_10121B_0857_07025e78-bed4-46ab-ad93-7c21e9dcf678.jpg | b'antwoordt dog niet op so„
images/1393_NL-HaNA_1.04.02_10121B_0857_117930e0-77d8-47e0-9c09-d5501a25a90d.jpg | „re Lijders terwijl zij op de
images/1394_NL-HaNA_1.04.02_10121B_0857_12b7dbb6-fb75-4bf2-a9fc-bb52750a38e8.jpg | bladeren heefdt bedropen met
images/1395_NL-HaNA_1.04.02_10121B_0857_21533f92-de4b-4918-8b18-6b1da9a39316.jpg | „danig Een maniere als
images/1396_NL-HaNA_1.04.02_10121B_0857_2e7f72ae-b88d-4b1b-a5a5-68f2f48ed8a7.jpg | „hoorlijke aantekening is
images/1397_NL-HaNA_1.04.02_10121B_0857_330430a3-99e6-44ec-838b-c3ad41907dd4.jpg | te konnen zeggen, maar
images/1398_NL-HaNA_1.04.02_10121B_0857_37d33efd-621a-473b-9c7a-a10045f7d420.jpg | den gevr: Zegt dat niet
images/1399_NL-HaNA_1.04.02_10121B_0857_412d1434-c744-4dc3-846f-865f6f625ffc.jpg | „ders doorgaans geen be„
images/1400_NL-HaNA_1.04.02_10121B_0857_4a10b299-c33d-4ba2-833e-7e950f8e97bc.jpg | Andris Grijs en meer ande„
images/1401_NL-HaNA_1.04.02_10121B_0857_4fc1e44a-73c5-4c81-9d8b-f76b17e8a826.jpg | droppels Lak zijn bedro„
images/1402_NL-HaNA_1.04.02_10121B_0857_6c802b20-0210-4bb5-a2a4-49fec6d5e9b1.jpg | tortureerdt wierden.
images/1403_NL-HaNA_1.04.02_10121B_0857_6df554f0-d420-4850-b336-16493ec85d67.jpg | op het lighaam der lij„
images/1404_NL-HaNA_1.04.02_10121B_0857_73699eec-bb91-43e6-867f-bc3bf8031d98.jpg | wel dat het geschiedt is.
images/1405_NL-HaNA_1.04.02_10121B_0857_76395a23-aeeb-48ec-9e84-54a13e496a49.jpg | Grijs door den gouverneur
images/1406_NL-HaNA_1.04.02_10121B_0857_7ad70125-a6db-4ace-8a33-01b8e0756d3c.jpg | pen geworden gelijk hij
images/1407_NL-HaNA_1.04.02_10121B_0857_7d2681c2-7215-461a-9693-5e9aa4f3ffe5.jpg | der brandende lanten
images/1408_NL-HaNA_1.04.02_10121B_0857_91fd9349-33f9-474e-a568-d6f8a6351ec6.jpg | teweten .
images/1409_NL-HaNA_1.04.02_10121B_0857_92bf7d26-46f3-4ec4-99a5-43327d89d6a2.jpg | meerm: heer Vuijst den luijten:
images/1410_NL-HaNA_1.04.02_10121B_0857_a078900c-d041-445b-8da3-2f24da05b61f.jpg | is gedaan welke successive ge„
images/1411_NL-HaNA_1.04.02_10121B_0857_a50ae4f1-1082-4fc5-976e-567e5722a718.jpg | gehouden bij de actens
images/1412_NL-HaNA_1.04.02_10121B_0857_b2a92508-ed1b-42cd-b7b1-b0a313dcdd09.jpg | van meermelte krijgs-raadt.
images/1413_NL-HaNA_1.04.02_10121B_0857_b46aee29-a1f4-4dfb-aaaf-73320db1f89e.jpg | Gelijk den ge-interrogeerden
images/1414_NL-HaNA_1.04.02_10121B_0857_bc37828c-a02a-449d-a0cc-4104301143bb.jpg | „regters ook niet ontrendt
images/1415_NL-HaNA_1.04.02_10121B_0857_bf7c24dd-eada-4368-8d21-ffc8a1085de7.jpg | de meeste persoonen
images/1416_NL-HaNA_1.04.02_10121B_0857_c4edccf6-eb7f-4efa-84f9-7a02150fb9e8.jpg | En of zulks door de scherp„
images/1417_NL-HaNA_1.04.02_10121B_0857_c7dcfbe2-ba94-4962-ab44-efa5716cee9a.jpg | den gevr: Zegt dat gem:
images/1418_NL-HaNA_1.04.02_10121B_0857_e0624b58-2136-4183-af7e-1c9b809b285a.jpg | pijnbank waren ook niet
images/1419_NL-HaNA_1.04.02_10121B_0857_e084dbdf-9d31-4ede-9eb8-4da910270169.jpg | Vuijst, wel met Eenige
images/1420_NL-HaNA_1.04.02_10121B_0857_e145a75f-750f-4bf1-8b89-f251a6c8b567.jpg | almede gevraagt wordt of
images/1421_NL-HaNA_1.04.02_10121B_0857_e1e65046-946d-4b29-9e9d-1fd2a24470c7.jpg | Swarts den soldaat Hans
images/1422_NL-HaNA_1.04.02_10121B_0857_e2db6be6-0210-4918-9061-6721415d5cce.jpg | waarom van dit blazen
images/1423_NL-HaNA_1.04.02_10121B_0857_e4dac6cf-bfe2-4f0e-86eb-1559a8049e41.jpg | den gevr: Zegt dat niet
images/1424_NL-HaNA_1.04.02_10121B_0857_e7d49f23-a17d-475d-879c-f53c976733f9.jpg | reets bij articul 129. heeft
images/1425_NL-HaNA_1.04.02_10121B_0857_f30c936a-e293-4370-9c2b-a19ef2d88cec.jpg | persoonlijk op deschouder
images/1426_NL-HaNA_1.04.02_10121B_0857_ffc65753-26da-459c-b73d-f49f9910536c.jpg | Swarts en hans Andries
images/1427_NL-HaNA_1.04.02_10121B_0857_line_1653994501700_14.jpg | 142.
images/1428_NL-HaNA_1.04.02_10121B_0857_line_1653994596227_42.jpg | 143.
images/1429_NL-HaNA_1.04.02_10121B_0857_line_1653994707803_71.jpg | 144.
images/1430_NL-HaNA_1.04.02_10121B_0857_line_1653994970536_118.jpg | gevraagdt
images/1431_NL-HaNA_1.04.02_10121B_0857_line_1653995018773_128.jpg | Zelve
images/1432_NL-HaNA_1.04.02_10121B_0857_line_1679066556200_1919.jpg | gloeijendt Lak en het
images/1433_NL-HaNA_1.04.02_10121B_0857_line_1679066556200_1920.jpg | gloeijendt Lak en het
images/1434_NL-HaNA_1.04.02_10557_0203_23e1e980-71a7-4c9f-9670-d4e517f5b99e.jpg | van ƒ 360 verdient op een reecq: omme
images/1435_NL-HaNA_1.04.02_10557_0203_29508b45-8af7-4fc1-b027-88704ab9de1b.jpg | door Jan Kok koopman tot Amsterdam
images/1436_NL-HaNA_1.04.02_10557_0203_2b3e3dd0-f877-4da4-9af8-68da8c0536c9.jpg | van stands gemeene middelen tot amsterdam
images/1437_NL-HaNA_1.04.02_10557_0203_2db1846c-ac25-4f6b-9ced-58ce44e00d7e.jpg | sitten thuijs en Eerste Commies van t Comptoir
